,sueldo_basico,categoria,ausencias,cantidad_hijos,sueldo
42163,42300,C,1,1,45550
42164,43500,C,0,2,47570
42165,63300,B,1,2,66800
42166,51300,A,1,0,52600
42167,22500,A,2,2,25300
42168,75400,B,0,3,79720
42169,40500,C,0,0,43070
42170,59400,B,2,3,63650
42171,69800,A,0,1,71920
42172,30200,C,0,2,34270
42173,47200,C,1,2,51200
42174,83900,A,1,3,87450
42175,29400,C,2,3,34150
42176,12100,A,1,2,14900
42177,30000,B,1,2,33500
42178,38600,B,2,2,42100
42179,79300,C,1,2,83300
42180,65800,B,0,1,68620
42181,46200,B,1,0,48200
42182,57900,C,1,3,62650
42183,13600,C,2,3,18350
42184,39600,B,2,3,43850
42185,73300,A,1,1,75350
42186,13200,A,1,0,14500
42187,13100,A,2,3,16650
42188,44400,A,0,1,46520
42189,77100,A,1,2,79900
42190,58400,A,0,3,62020
42191,80800,C,1,1,84050
42192,29500,B,1,1,32250
42193,69400,A,0,2,72270
42194,54600,A,2,0,55900
42195,57000,A,0,3,60620
42196,47700,A,2,0,49000
42197,73400,A,0,1,75520
42198,26700,C,0,0,29270
42199,67200,B,1,0,69200
42200,85300,A,1,0,86600
42201,21500,A,1,0,22800
42202,32300,C,1,3,37050
42203,32500,C,0,0,35070
42204,42700,C,1,2,46700
42205,66500,A,2,0,67800
42206,65700,A,1,3,69250
42207,68400,A,0,0,69770
42208,29100,A,0,3,32720
42209,29600,C,1,0,32100
42210,26300,C,1,2,30300
42211,29400,C,1,0,31900
42212,33100,B,0,0,35170
42213,56500,B,1,0,58500
42214,47300,B,1,2,50800
42215,17000,B,1,2,20500
42216,87600,A,0,1,89720
42217,25300,A,0,3,28920
42218,80500,C,1,1,83750
42219,34400,B,1,2,37900
42220,29600,B,0,1,32420
42221,75600,A,2,1,77650
42222,48900,A,1,1,50950
42223,35500,A,2,2,38300
42224,35100,B,2,1,37850
42225,42200,B,1,2,45700
42226,73900,C,2,3,78650
42227,84300,C,2,0,86800
42228,19300,B,1,3,23550
42229,51300,C,1,3,56050
42230,23200,C,0,0,25770
42231,50800,B,1,2,54300
42232,10000,A,0,1,12120
42233,39700,C,1,0,42200
42234,74700,C,0,3,79520
42235,36100,B,1,0,38100
42236,26100,C,2,2,30100
42237,61100,A,2,1,63150
42238,81400,A,2,3,84950
42239,45300,B,1,0,47300
42240,65900,B,1,2,69400
42241,60200,C,1,3,64950
42242,82800,C,2,1,86050
42243,51800,A,2,0,53100
42244,43200,B,0,0,45270
42245,36600,C,2,1,39850
42246,71100,B,2,2,74600
42247,21600,B,2,3,25850
42248,10000,B,2,3,14250
42249,37200,B,1,1,39950
42250,81300,B,1,0,83300
42251,54300,B,2,0,56300
42252,41800,C,1,0,44300
42253,69700,A,0,1,71820
42254,73600,A,0,3,77220
42255,51900,A,2,1,53950
42256,40700,B,2,0,42700
42257,44100,B,1,2,47600
42258,29900,C,2,2,33900
42259,77700,A,0,0,79070
42260,46400,C,2,1,49650
42261,87100,A,1,3,90650
42262,56400,B,0,3,60720
42263,43900,B,0,3,48220
42264,12700,B,0,1,15520
42265,76100,C,1,2,80100
42266,32300,C,1,2,36300
42267,22900,A,1,3,26450
42268,62900,B,0,1,65720
42269,69900,C,1,0,72400
42270,16600,A,1,1,18650
42271,77500,C,1,1,80750
42272,56300,B,0,3,60620
42273,55200,A,1,3,58750
42274,31500,B,0,2,35070
42275,88900,A,1,3,92450
42276,78400,C,0,2,82470
42277,58000,C,2,1,61250
42278,73300,B,2,0,75300
42279,21700,C,0,3,26520
42280,73200,A,1,2,76000
42281,88600,C,1,2,92600
42282,88100,C,0,1,91420
42283,59700,B,2,1,62450
42284,35800,B,2,3,40050
42285,57000,B,1,3,61250
42286,58400,A,2,2,61200
42287,78100,C,1,0,80600
42288,53600,A,0,2,56470
42289,87500,B,0,0,89570
42290,87600,C,2,2,91600
42291,39800,A,1,3,43350
42292,49800,A,2,2,52600
42293,20000,A,1,2,22800
42294,84400,C,2,1,87650
42295,87500,C,0,0,90070
42296,77700,A,0,2,80570
42297,67300,B,1,3,71550
42298,74500,B,1,2,78000
42299,43600,A,1,1,45650
42300,26400,A,1,0,27700
42301,89100,C,0,3,93920
42302,35600,B,0,2,39170
42303,62000,B,2,1,64750
42304,19100,C,0,0,21670
42305,63800,C,2,0,66300
42306,83600,C,0,3,88420
42307,62700,C,0,1,66020
42308,10100,C,0,3,14920
42309,75700,A,2,2,78500
42310,37700,A,2,0,39000
42311,27000,B,0,1,29820
42312,70300,A,0,3,73920
42313,20400,B,1,0,22400
42314,13500,C,1,0,16000
42315,59700,C,2,2,63700
42316,67900,B,0,3,72220
42317,84100,B,2,0,86100
42318,88100,A,2,1,90150
42319,84300,A,2,3,87850
42320,39300,A,0,1,41420
42321,77200,B,2,3,81450
42322,66300,C,1,3,71050
42323,69500,B,2,3,73750
42324,80400,B,0,1,83220
42325,80700,C,0,2,84770
42326,44000,C,0,2,48070
42327,73600,C,1,0,76100
42328,58700,B,2,1,61450
42329,88600,C,0,2,92670
42330,64500,B,1,3,68750
42331,75300,A,1,0,76600
42332,57000,C,0,2,61070
42333,44200,A,2,1,46250
42334,71700,B,0,2,75270
42335,15200,A,1,3,18750
42336,37100,C,2,2,41100
42337,36100,C,0,3,40920
42338,34300,C,2,2,38300
42339,19700,B,2,0,21700
42340,43200,A,0,0,44570
42341,72500,B,1,0,74500
42342,72900,B,1,0,74900
42343,43700,C,2,1,46950
42344,44400,A,0,1,46520
42345,70200,A,2,2,73000
42346,55200,A,0,2,58070
42347,12600,A,2,0,13900
42348,42500,B,2,2,46000
42349,55500,C,0,1,58820
42350,75700,C,0,3,80520
42351,25300,C,0,1,28620
42352,37400,A,0,3,41020
42353,18800,B,2,0,20800
42354,12400,C,2,3,17150
42355,41900,C,0,2,45970
42356,55700,B,0,2,59270
42357,72100,C,0,1,75420
42358,56100,A,2,2,58900
42359,88100,C,2,1,91350
42360,39400,B,2,3,43650
42361,61200,B,1,3,65450
42362,65600,C,0,2,69670
42363,21300,C,0,3,26120
42364,63400,A,2,1,65450
42365,56400,B,1,1,59150
42366,27400,A,2,2,30200
42367,49200,A,1,1,51250
42368,88700,C,1,0,91200
42369,79900,A,0,0,81270
42370,52400,A,1,1,54450
42371,66100,A,1,3,69650
42372,25400,C,1,1,28650
42373,35600,A,0,0,36970
42374,66500,B,0,0,68570
42375,37700,B,2,2,41200
42376,30400,C,1,1,33650
42377,43200,B,0,0,45270
42378,39200,C,1,0,41700
42379,71700,B,1,2,75200
42380,37800,A,2,3,41350
42381,37800,B,1,3,42050
42382,71000,C,0,0,73570
42383,49000,C,2,1,52250
42384,70800,B,1,0,72800
42385,31700,C,2,0,34200
42386,34400,C,2,1,37650
42387,15400,C,2,0,17900
42388,37500,B,0,1,40320
42389,62900,A,2,1,64950
42390,47400,C,2,2,51400
42391,58700,C,0,2,62770
42392,43200,B,2,2,46700
42393,67700,A,0,2,70570
42394,16600,B,0,1,19420
42395,59000,C,1,1,62250
42396,55700,B,0,3,60020
42397,69500,B,2,1,72250
42398,21200,A,1,2,24000
42399,63200,B,0,2,66770
42400,79900,C,1,1,83150
42401,86600,B,0,3,90920
42402,87500,A,0,0,88870
42403,31000,B,2,0,33000
42404,87700,C,0,3,92520
42405,83400,B,2,3,87650
42406,25400,B,2,0,27400
42407,14400,A,1,3,17950
42408,74800,C,2,2,78800
42409,47000,B,1,3,51250
42410,54500,C,0,0,57070
42411,14200,A,0,0,15570
42412,23600,B,2,1,26350
42413,63800,A,2,1,65850
42414,47100,A,2,2,49900
42415,51000,C,1,2,55000
42416,74500,C,1,3,79250
42417,74600,C,0,0,77170
42418,28700,C,1,1,31950
42419,80900,B,1,0,82900
42420,34800,C,0,3,39620
42421,34600,A,0,1,36720
42422,30700,A,1,2,33500
42423,81600,B,0,3,85920
42424,88500,B,0,1,91320
42425,32400,A,1,3,35950
42426,46000,C,0,1,49320
42427,38900,A,2,1,40950
42428,62400,C,2,3,67150
42429,72500,B,2,0,74500
42430,47900,C,2,3,52650
42431,88400,A,1,2,91200
42432,68400,B,0,0,70470
42433,77900,A,2,0,79200
42434,60400,B,1,0,62400
42435,55400,A,0,3,59020
42436,72300,B,1,2,75800
42437,22700,B,0,0,24770
42438,20600,A,0,0,21970
42439,75000,C,0,1,78320
42440,20200,A,0,0,21570
42441,30900,B,0,3,35220
42442,79900,A,0,3,83520
42443,18600,C,0,3,23420
42444,69300,B,0,2,72870
42445,67000,B,0,0,69070
42446,42100,C,2,0,44600
42447,82500,B,2,3,86750
42448,34800,B,2,3,39050
42449,50700,B,0,3,55020
42450,46900,C,1,2,50900
42451,31200,B,0,0,33270
42452,41800,B,2,2,45300
42453,48100,C,1,3,52850
42454,20200,B,2,3,24450
42455,80400,C,1,0,82900
42456,25400,C,2,1,28650
42457,73700,A,0,3,77320
42458,55500,C,2,3,60250
42459,49200,B,1,3,53450
42460,44600,C,2,3,49350
42461,41700,A,1,2,44500
42462,75400,A,1,1,77450
42463,61100,A,1,3,64650
42464,59500,B,2,3,63750
42465,86400,A,0,1,88520
42466,72600,C,0,2,76670
42467,61200,A,0,2,64070
42468,75500,C,1,3,80250
42469,82200,B,2,2,85700
42470,63400,C,0,3,68220
42471,35100,A,2,3,38650
42472,15100,C,1,0,17600
42473,78300,A,2,3,81850
42474,23300,B,0,1,26120
42475,44600,C,1,0,47100
42476,43600,C,2,0,46100
42477,79000,A,0,2,81870
42478,20800,B,0,2,24370
42479,34000,C,1,3,38750
42480,45500,C,1,2,49500
42481,85900,A,0,0,87270
42482,56400,C,0,0,58970
42483,50200,C,2,1,53450
42484,34300,B,1,3,38550
42485,75800,B,1,1,78550
42486,53100,A,0,0,54470
42487,77700,C,2,0,80200
42488,44100,C,0,0,46670
42489,23400,A,0,3,27020
42490,81900,C,0,0,84470
42491,37100,A,1,3,40650
42492,41500,B,1,3,45750
42493,68400,C,2,2,72400
42494,56300,B,0,0,58370
42495,32100,B,2,3,36350
42496,13900,A,0,2,16770
42497,38300,B,2,1,41050
42498,54300,C,1,0,56800
42499,39200,A,0,1,41320
42500,18900,C,0,2,22970
42501,89800,C,1,1,93050
42502,18800,C,0,3,23620
42503,74200,C,2,0,76700
42504,34900,B,1,2,38400
42505,81700,A,2,2,84500
42506,77500,B,1,1,80250
42507,19100,C,2,0,21600
42508,33300,B,1,2,36800
42509,80300,C,1,2,84300
42510,20300,A,1,3,23850
42511,29200,A,0,0,30570
42512,84200,B,0,3,88520
42513,55100,A,1,0,56400
42514,23500,B,0,1,26320
42515,23900,A,2,0,25200
42516,15400,A,1,0,16700
42517,11000,B,2,3,15250
42518,12600,B,1,1,15350
42519,13000,A,1,1,15050
42520,86300,C,0,2,90370
42521,60900,A,1,3,64450
42522,88000,C,1,0,90500
42523,45400,A,1,1,47450
42524,83900,C,1,2,87900
42525,47900,C,2,2,51900
42526,18200,B,1,1,20950
42527,26300,C,0,2,30370
42528,14100,B,0,0,16170
42529,86300,C,2,1,89550
42530,22600,C,0,0,25170
42531,70600,B,1,1,73350
42532,62000,B,1,1,64750
42533,60700,C,0,1,64020
42534,85700,A,2,0,87000
42535,83000,C,0,2,87070
42536,54700,C,1,0,57200
42537,21000,C,2,3,25750
42538,72900,C,2,0,75400
42539,16600,B,1,0,18600
42540,52000,B,1,0,54000
42541,24900,A,0,3,28520
42542,45300,B,0,0,47370
42543,18800,C,2,3,23550
42544,45100,B,1,2,48600
42545,89600,C,0,1,92920
42546,75400,C,2,2,79400
42547,59700,A,2,2,62500
42548,45900,B,0,2,49470
42549,69300,B,0,0,71370
42550,60100,C,2,2,64100
42551,81700,C,0,2,85770
42552,21500,C,0,0,24070
42553,78600,B,1,1,81350
42554,66900,B,0,2,70470
42555,89900,C,2,1,93150
42556,78100,B,2,1,80850
42557,51500,C,1,1,54750
42558,31000,B,1,2,34500
42559,62500,B,1,0,64500
42560,28300,C,2,3,33050
42561,76600,A,2,0,77900
42562,85500,C,2,2,89500
42563,68500,A,0,0,69870
42564,18600,B,1,1,21350
42565,46800,C,0,2,50870
42566,11500,A,2,1,13550
42567,77000,A,0,0,78370
42568,80300,C,0,3,85120
42569,57700,B,2,3,61950
42570,75500,C,2,1,78750
42571,84300,A,1,0,85600
42572,79200,C,2,2,83200
42573,59000,C,2,2,63000
42574,19100,C,2,3,23850
42575,10900,A,1,0,12200
42576,65400,A,1,3,68950
42577,68400,C,2,1,71650
42578,55200,B,1,1,57950
42579,88800,B,2,0,90800
42580,77500,C,1,1,80750
42581,57600,B,0,0,59670
42582,24000,A,2,3,27550
42583,84300,B,0,3,88620
42584,20400,C,0,0,22970
42585,20500,B,0,0,22570
42586,35400,A,2,2,38200
42587,73700,B,0,0,75770
42588,66100,C,1,2,70100
42589,52100,C,2,1,55350
42590,38500,B,0,2,42070
42591,32200,A,1,0,33500
42592,78700,A,1,1,80750
42593,31700,C,1,3,36450
42594,28400,A,1,3,31950
42595,89100,C,1,1,92350
42596,63900,A,2,1,65950
42597,43400,A,2,1,45450
42598,42900,C,0,0,45470
42599,41700,C,0,3,46520
42600,19000,B,2,3,23250
42601,48000,A,0,3,51620
42602,39300,C,2,0,41800
42603,60100,B,0,3,64420
42604,22000,C,0,0,24570
42605,77600,C,1,0,80100
42606,23800,B,2,1,26550
42607,53700,C,0,3,58520
42608,69800,B,2,1,72550
42609,22300,A,0,2,25170
42610,39200,A,0,1,41320
42611,69300,C,1,3,74050
42612,89300,A,1,3,92850
42613,79900,B,1,3,84150
42614,78900,A,0,2,81770
42615,83300,A,0,0,84670
42616,63800,A,2,2,66600
42617,88500,C,1,0,91000
42618,75400,B,2,1,78150
42619,41500,C,0,1,44820
42620,31100,A,2,1,33150
42621,59400,B,0,1,62220
42622,52100,B,2,1,54850
42623,49700,C,1,2,53700
42624,63200,B,0,1,66020
42625,13100,C,1,1,16350
42626,64300,C,0,3,69120
42627,13200,C,2,2,17200
42628,62900,A,1,0,64200
42629,61300,A,2,3,64850
42630,68700,B,1,2,72200
42631,87200,C,0,3,92020
42632,70800,B,1,2,74300
42633,49700,C,2,0,52200
42634,24300,C,1,3,29050
42635,65000,B,0,2,68570
42636,80900,C,0,0,83470
42637,56000,C,2,0,58500
42638,31200,A,0,2,34070
42639,41900,B,0,3,46220
42640,40300,B,1,1,43050
42641,28900,B,2,1,31650
42642,87700,A,2,3,91250
42643,72000,B,2,3,76250
42644,53700,B,0,0,55770
42645,51100,C,2,0,53600
42646,31500,C,0,2,35570
42647,59800,A,2,2,62600
42648,14600,C,1,2,18600
42649,72300,A,2,3,75850
42650,35000,C,0,1,38320
42651,78700,B,2,2,82200
42652,67700,B,1,3,71950
42653,67900,C,0,0,70470
42654,71500,A,2,2,74300
42655,83500,C,0,1,86820
42656,84600,C,2,1,87850
42657,84900,A,2,2,87700
42658,46300,A,1,1,48350
42659,75200,C,2,1,78450
42660,83000,A,1,1,85050
42661,81500,A,1,2,84300
42662,18700,B,1,2,22200
42663,73400,A,2,2,76200
42664,64900,C,1,2,68900
42665,67800,C,2,1,71050
42666,54300,B,1,1,57050
42667,72200,C,0,0,74770
42668,41000,B,2,1,43750
42669,73100,B,0,3,77420
42670,15000,C,1,2,19000
42671,58300,B,0,3,62620
42672,24000,A,0,2,26870
42673,40700,B,1,1,43450
42674,68700,C,0,1,72020
42675,26000,C,2,3,30750
42676,13100,C,2,2,17100
42677,85700,B,2,2,89200
42678,88400,B,0,2,91970
42679,33500,C,1,0,36000
42680,39100,A,2,1,41150
42681,70900,B,1,1,73650
42682,27800,A,2,3,31350
42683,67100,A,1,3,70650
42684,49300,B,1,2,52800
42685,64400,A,1,3,67950
42686,55800,A,0,1,57920
42687,34300,C,2,3,39050
42688,48700,C,0,0,51270
42689,54400,C,1,0,56900
42690,49600,B,0,2,53170
42691,82300,B,1,1,85050
42692,37500,C,0,0,40070
42693,42100,A,0,2,44970
42694,87500,C,0,3,92320
42695,72300,A,2,2,75100
42696,88000,A,2,3,91550
42697,16800,B,1,0,18800
42698,11500,C,0,1,14820
42699,28800,C,1,2,32800
42700,89300,A,2,0,90600
42701,52100,B,2,1,54850
42702,89900,B,2,0,91900
42703,67900,A,0,1,70020
42704,73200,A,1,0,74500
42705,43800,B,0,2,47370
42706,74300,C,2,0,76800
42707,55000,C,0,3,59820
42708,61700,B,0,3,66020
42709,40100,B,2,1,42850
42710,33600,A,0,0,34970
42711,42900,C,2,2,46900
42712,88300,B,1,0,90300
42713,59600,B,1,1,62350
42714,46500,B,1,1,49250
42715,17500,B,0,2,21070
42716,40100,C,2,2,44100
42717,54300,B,2,1,57050
42718,23300,A,1,1,25350
42719,43500,B,0,2,47070
42720,67900,B,0,2,71470
42721,17300,B,2,1,20050
42722,49300,C,2,0,51800
42723,87600,C,1,0,90100
42724,51000,C,1,0,53500
42725,50200,C,2,0,52700
42726,41600,C,2,3,46350
42727,32200,C,2,1,35450
42728,89700,A,0,1,91820
42729,31100,A,2,3,34650
42730,53100,C,1,1,56350
42731,51000,B,2,0,53000
42732,83700,C,1,2,87700
42733,24800,A,1,1,26850
42734,49000,C,1,2,53000
42735,80400,B,1,3,84650
42736,76500,C,1,2,80500
42737,60700,B,0,0,62770
42738,16300,A,1,0,17600
42739,53900,B,1,1,56650
42740,78200,B,2,3,82450
42741,85800,B,0,0,87870
42742,66100,A,2,2,68900
42743,54800,C,0,2,58870
42744,36500,B,0,3,40820
42745,11200,A,0,0,12570
42746,59800,A,2,3,63350
42747,35000,B,2,2,38500
42748,38900,B,1,0,40900
42749,79600,A,1,3,83150
42750,63200,B,2,1,65950
42751,39100,B,1,0,41100
42752,36700,B,2,0,38700
42753,53600,C,2,1,56850
42754,58800,B,2,2,62300
42755,84100,A,0,1,86220
42756,27700,A,2,1,29750
42757,13400,A,1,0,14700
42758,68600,B,0,0,70670
42759,58200,A,2,3,61750
42760,20400,A,0,3,24020
42761,21900,C,0,1,25220
42762,87200,B,2,2,90700
42763,31600,A,1,0,32900
42764,25400,A,2,1,27450
42765,57100,C,2,1,60350
42766,10500,B,2,2,14000
42767,40600,A,0,1,42720
42768,47600,A,0,0,48970
42769,77100,A,2,3,80650
42770,54300,C,1,3,59050
42771,81600,C,0,3,86420
42772,35700,B,1,0,37700
42773,67500,A,1,3,71050
42774,48600,C,0,2,52670
42775,42600,A,1,2,45400
42776,37400,A,1,3,40950
42777,81400,C,2,0,83900
42778,68900,A,2,0,70200
42779,67000,A,2,2,69800
42780,53100,A,1,3,56650
42781,17400,A,1,0,18700
42782,21400,A,2,3,24950
42783,31600,B,2,2,35100
42784,11300,B,2,2,14800
42785,50200,A,2,0,51500
42786,14200,A,1,3,17750
42787,36400,A,0,2,39270
42788,32200,A,0,2,35070
42789,84500,C,2,0,87000
42790,34700,A,0,1,36820
42791,16400,A,2,3,19950
42792,68300,C,0,3,73120
42793,89900,C,2,3,94650
42794,84300,C,1,1,87550
42795,68300,A,1,2,71100
42796,61700,C,2,0,64200
42797,47600,B,0,1,50420
42798,10800,A,1,3,14350
42799,14500,A,0,1,16620
42800,87000,C,2,2,91000
42801,72600,C,0,2,76670
42802,53900,A,0,1,56020
42803,80100,B,1,3,84350
42804,48900,C,2,0,51400
42805,69000,A,1,3,72550
42806,44600,B,1,3,48850
42807,86500,C,2,1,89750
42808,32200,C,2,1,35450
42809,26300,B,1,3,30550
42810,11400,C,2,1,14650
42811,61900,A,1,2,64700
42812,70200,C,2,1,73450
42813,30300,B,1,1,33050
42814,89700,A,0,2,92570
42815,15200,B,1,0,17200
42816,23700,C,0,0,26270
42817,72500,B,2,2,76000
42818,76800,B,0,2,80370
42819,48200,B,2,2,51700
42820,84700,B,0,1,87520
42821,41900,C,1,1,45150
42822,36200,A,0,3,39820
42823,33400,B,1,2,36900
42824,78800,A,2,0,80100
42825,26000,B,1,3,30250
42826,30200,C,1,0,32700
42827,34700,A,1,0,36000
42828,11900,B,1,2,15400
42829,53200,C,2,0,55700
42830,47500,B,2,3,51750
42831,13600,B,0,1,16420
42832,49800,A,2,3,53350
42833,41600,C,2,1,44850
42834,68900,A,0,0,70270
42835,76400,B,0,3,80720
42836,38300,A,1,2,41100
42837,16800,B,1,1,19550
42838,69800,C,2,2,73800
42839,12500,B,0,2,16070
42840,17300,B,1,2,20800
42841,14300,C,0,1,17620
42842,20000,B,1,2,23500
42843,55200,A,1,1,57250
42844,65700,C,0,0,68270
42845,85800,C,1,0,88300
42846,39200,A,0,3,42820
42847,49000,A,0,3,52620
42848,49700,B,0,0,51770
42849,25400,B,2,3,29650
42850,49200,B,1,3,53450
42851,60900,B,2,3,65150
42852,46700,B,2,2,50200
42853,80900,A,1,0,82200
42854,87400,A,1,0,88700
42855,76600,C,2,0,79100
42856,87500,A,2,3,91050
42857,13800,B,0,1,16620
42858,33400,C,2,0,35900
42859,29500,B,0,3,33820
42860,81900,B,0,1,84720
42861,75500,B,1,3,79750
42862,62400,A,1,3,65950
42863,15400,A,1,3,18950
42864,86700,A,0,0,88070
42865,62500,A,1,2,65300
42866,10600,B,2,1,13350
42867,51000,B,0,0,53070
42868,27500,A,2,3,31050
42869,38000,C,0,3,42820
42870,26500,B,1,0,28500
42871,33200,C,0,2,37270
42872,45400,B,0,0,47470
42873,23900,A,2,3,27450
42874,80200,A,2,2,83000
42875,11100,A,1,0,12400
42876,14700,A,1,0,16000
42877,34500,B,2,0,36500
42878,70300,B,1,1,73050
42879,74900,B,0,0,76970
42880,40700,A,1,2,43500
42881,41300,B,2,2,44800
42882,75800,B,1,1,78550
42883,73700,A,0,2,76570
42884,34200,A,2,2,37000
42885,12500,B,2,3,16750
42886,55700,C,1,3,60450
42887,71700,A,2,3,75250
42888,74800,B,1,0,76800
42889,25100,B,0,3,29420
42890,76500,B,0,0,78570
42891,36600,A,1,3,40150
42892,59100,B,1,2,62600
42893,86800,B,0,1,89620
42894,73300,A,0,3,76920
42895,65000,C,0,1,68320
42896,29900,C,0,3,34720
42897,47100,A,1,0,48400
42898,65000,B,1,2,68500
42899,12900,A,0,2,15770
42900,32900,C,1,1,36150
42901,57800,C,1,1,61050
42902,55100,A,2,1,57150
42903,71400,C,2,2,75400
42904,32400,B,2,1,35150
42905,36800,B,2,0,38800
42906,13300,B,0,1,16120
42907,72500,A,2,0,73800
42908,18200,B,1,1,20950
42909,10500,B,1,1,13250
42910,30500,C,1,2,34500
42911,32500,B,0,3,36820
42912,34600,A,2,0,35900
42913,45100,B,2,1,47850
42914,40500,A,1,1,42550
42915,13100,B,0,3,17420
42916,30800,B,0,0,32870
42917,58100,B,0,2,61670
42918,89700,A,0,3,93320
42919,67800,A,1,0,69100
42920,70500,A,1,0,71800
42921,75400,C,2,2,79400
42922,33300,C,2,0,35800
42923,24500,B,2,0,26500
42924,15400,C,2,2,19400
42925,47300,C,2,0,49800
42926,10700,C,0,3,15520
42927,69000,C,0,1,72320
42928,28900,A,1,2,31700
42929,37700,B,2,0,39700
42930,64500,A,2,2,67300
42931,59300,A,0,3,62920
42932,57700,B,2,1,60450
42933,51800,C,1,3,56550
42934,17900,B,0,1,20720
42935,34400,C,2,3,39150
42936,75100,B,1,3,79350
42937,28300,A,1,1,30350
42938,71400,B,2,0,73400
42939,21700,C,2,3,26450
42940,50700,C,1,2,54700
42941,85300,A,0,2,88170
42942,41000,C,0,1,44320
42943,22200,A,0,3,25820
42944,25400,B,2,2,28900
42945,17600,C,0,3,22420
42946,73200,A,0,1,75320
42947,38000,A,1,1,40050
42948,43500,C,1,0,46000
42949,38800,B,2,1,41550
42950,20000,B,2,2,23500
42951,79900,C,0,0,82470
42952,59900,A,2,1,61950
42953,60100,C,1,2,64100
42954,60900,A,0,1,63020
42955,28300,A,2,0,29600
42956,48300,A,0,2,51170
42957,46800,A,0,1,48920
42958,49800,B,0,0,51870
42959,37800,C,0,0,40370
42960,73400,A,2,1,75450
42961,73900,C,0,1,77220
42962,84400,B,2,3,88650
42963,54200,B,0,1,57020
42964,88500,C,1,2,92500
42965,16600,C,0,2,20670
42966,35900,A,2,0,37200
42967,25100,B,2,3,29350
42968,15900,B,1,0,17900
42969,35800,A,0,0,37170
42970,21600,B,2,0,23600
42971,59600,C,0,2,63670
42972,52000,B,2,3,56250
42973,67300,B,2,3,71550
42974,76600,A,0,1,78720
42975,23400,A,1,2,26200
42976,63200,A,1,1,65250
42977,57900,A,0,1,60020
42978,78200,B,0,2,81770
42979,10500,C,0,3,15320
42980,34900,A,2,3,38450
42981,87600,A,1,1,89650
42982,28000,B,2,2,31500
42983,58900,B,0,1,61720
42984,59400,A,1,0,60700
42985,89400,A,0,1,91520
42986,78700,A,0,0,80070
42987,15300,B,2,1,18050
42988,44400,C,1,1,47650
42989,17700,C,1,1,20950
42990,87900,B,0,2,91470
42991,59800,B,2,2,63300
42992,16700,B,1,2,20200
42993,27500,C,1,3,32250
42994,48500,C,2,3,53250
42995,18900,C,1,3,23650
42996,59800,B,2,3,64050
42997,31900,B,2,2,35400
42998,78600,C,0,0,81170
42999,89400,B,1,3,93650
43000,74800,A,0,2,77670
43001,19800,C,2,0,22300
43002,12200,B,2,2,15700
43003,55900,B,1,0,57900
43004,68100,A,1,2,70900
43005,46100,C,1,3,50850
43006,52000,A,0,0,53370
43007,82000,A,1,2,84800
43008,60000,B,2,0,62000
43009,33800,A,1,0,35100
43010,13800,B,0,0,15870
43011,11700,B,0,3,16020
43012,69900,B,0,1,72720
43013,42100,B,2,2,45600
43014,79600,C,1,0,82100
43015,55800,C,0,1,59120
43016,28900,A,2,2,31700
43017,13800,A,2,0,15100
43018,17600,B,2,0,19600
43019,78000,C,0,0,80570
43020,70100,C,0,1,73420
43021,55600,C,2,3,60350
43022,89200,B,2,1,91950
43023,30500,C,1,3,35250
43024,18800,B,1,0,20800
43025,55000,C,1,0,57500
43026,23600,C,1,0,26100
43027,42200,A,0,2,45070
43028,59800,A,2,2,62600
43029,60900,C,1,2,64900
43030,67200,C,2,1,70450
43031,46200,B,1,2,49700
43032,57000,A,0,2,59870
43033,73100,A,1,3,76650
43034,69200,B,2,2,72700
43035,73700,C,2,3,78450
43036,21300,A,0,0,22670
43037,32300,A,2,0,33600
43038,34500,A,2,2,37300
43039,63500,A,2,2,66300
43040,60700,C,1,0,63200
43041,60800,A,2,1,62850
43042,81600,A,2,0,82900
43043,84800,B,2,1,87550
43044,17600,C,1,0,20100
43045,29600,A,0,0,30970
43046,26300,A,2,3,29850
43047,63800,B,0,0,65870
43048,70200,C,1,2,74200
43049,19800,B,0,1,22620
43050,25600,C,2,3,30350
43051,32600,C,1,3,37350
43052,73600,C,2,3,78350
43053,39100,B,0,1,41920
43054,71800,C,2,3,76550
43055,31400,C,2,0,33900
43056,23000,C,2,0,25500
43057,55600,C,0,0,58170
43058,39100,A,0,3,42720
43059,21200,A,0,2,24070
43060,20600,C,0,2,24670
43061,75200,B,1,2,78700
43062,39200,A,0,1,41320
43063,67800,C,1,3,72550
43064,33300,C,2,1,36550
43065,52400,B,2,0,54400
43066,23000,B,1,2,26500
43067,19900,C,1,2,23900
43068,39300,B,0,0,41370
43069,11300,C,0,1,14620
43070,25800,B,2,3,30050
43071,24800,C,0,3,29620
43072,82000,C,1,3,86750
43073,87200,C,2,1,90450
43074,30800,C,1,2,34800
43075,55000,C,1,0,57500
43076,77500,A,2,3,81050
43077,30000,A,1,3,33550
43078,43400,A,0,3,47020
43079,35400,C,1,0,37900
43080,32500,C,2,3,37250
43081,35800,C,2,2,39800
43082,42400,B,1,2,45900
43083,50800,C,2,2,54800
43084,66000,C,1,1,69250
43085,61300,B,0,2,64870
43086,45300,A,2,1,47350
43087,16700,A,0,1,18820
43088,13100,C,1,1,16350
43089,55400,A,0,0,56770
43090,85500,C,1,1,88750
43091,53500,A,2,2,56300
43092,39200,B,1,0,41200
43093,29300,A,1,3,32850
